system,graph_weight,recall_at_1,recall_at_5,recall_at_10,recall_at_20
colbert_graph_rrf_g02,0.2,0.12208216619981326,0.23940242763772174,0.29486461251167134,0.3119047619047619
colbert_graph_rrf_g04,0.4,0.11227824463118581,0.23940242763772174,0.288328664799253,0.3119047619047619
colbert_graph_rrf_g06,0.6,0.11227824463118581,0.23940242763772174,0.288328664799253,0.3119047619047619
colbert_graph_rrf_g07,0.7,0.11227824463118581,0.23940242763772174,0.288328664799253,0.3119047619047619
